 time[s]              longitude[deg]       latitude[deg]        azimuth[deg]
 1.5799999502225E+04  8.9999980902526E+01 -8.3584515022262E+01  4.5000584059616E+01
 1.5800001002225E+04  8.9999980902526E+01  6.4143168566545E+00  4.5000584059616E+01
 1.5800002502225E+04  8.9999980902526E+01  9.6413148735571E+01  4.5000584059616E+01
 1.5800004002225E+04  8.9999980902526E+01 -1.7358801938551E+02  4.5000584059616E+01
 1.5800005502225E+04  8.9999980902526E+01 -8.3589187506595E+01  4.5000584059616E+01
 1.5800007002225E+04  8.9999980902526E+01  6.4096443723216E+00  4.5000584059616E+01
 1.5800008502225E+04  8.9999980902526E+01  9.6408476251238E+01  4.5000584059616E+01
 1.5899991002245E+04  8.9999980902526E+01 -7.1452634551764E+01  4.5000584059616E+01
 1.5899992502245E+04  8.9999980902526E+01  1.8546197327151E+01  4.5000584059616E+01
 1.5899994002245E+04  8.9999980902526E+01  1.0854502920607E+02  4.5000584059616E+01
 1.5899995502245E+04  8.9999980902526E+01 -1.6145613891502E+02  4.5000584059616E+01
 1.5899997002245E+04  8.9999980902526E+01 -7.1457307036103E+01  4.5000584059616E+01
 1.5899998502245E+04  8.9999980902526E+01  1.8541524842813E+01  4.5000584059616E+01
 1.5900000002245E+04  8.9999980902526E+01  1.0854035672173E+02  4.5000584059616E+01
 1.5900001502245E+04  8.9999980902526E+01 -1.6146081139936E+02  4.5000584059616E+01
 1.5900003002245E+04  8.9999980902526E+01 -7.1461979520441E+01  4.5000584059616E+01
 1.5900004502245E+04  8.9999980902526E+01  1.8536852358474E+01  4.5000584059616E+01
 1.5900006002245E+04  8.9999980902526E+01  1.0853568423739E+02  4.5000584059616E+01
 1.5900007502245E+04  8.9999980902526E+01 -1.6146548388370E+02  4.5000584059616E+01
 1.5900009002245E+04  8.9999980902526E+01 -7.1466652004780E+01  4.5000584059616E+01
 1.5999990002266E+04  8.9999980902526E+01  3.0673405270661E+01  4.5000584059616E+01
 1.5999991502266E+04  8.9999980902526E+01  1.2067223714958E+02  4.5000584059616E+01
 1.5999993002266E+04  8.9999980902526E+01 -1.4932893097150E+02  4.5000584059616E+01
 1.5999994502266E+04  8.9999980902526E+01 -5.9330099092586E+01  4.5000584059616E+01
 1.5999996002266E+04  8.9999980902526E+01  3.0668732786331E+01  4.5000584059616E+01
 1.5999997502266E+04  8.9999980902526E+01  1.2066756466525E+02  4.5000584059616E+01
 1.5999999002266E+04  8.9999980902526E+01 -1.4933360345583E+02  4.5000584059616E+01
 1.6000000502266E+04  8.9999980902526E+01 -5.9334771576916E+01  4.5000584059616E+01
 1.6000002002266E+04  8.9999980902526E+01  3.0664060302001E+01  4.5000584059616E+01
 1.6000003502266E+04  8.9999980902526E+01  1.2066289218092E+02  4.5000584059616E+01
 1.6000005002266E+04  8.9999980902526E+01 -1.4933827594016E+02  4.5000584059616E+01
 1.6000006502266E+04  8.9999980902526E+01 -5.9339444061247E+01  4.5000584059616E+01
 1.6000008002266E+04  8.9999980902526E+01  3.0659387817671E+01  4.5000584059616E+01
 1.6000009502266E+04  8.9999980902526E+01  1.2065821969659E+02  4.5000584059616E+01
 1.6099990502286E+04  8.9999980902526E+01 -1.3720172302559E+02  4.5000584059616E+01
 1.6099992002286E+04  8.9999980902526E+01 -4.7202891146677E+01  4.5000584059616E+01
 1.6099993502286E+04  8.9999980902526E+01  4.2795940732238E+01  4.5000584059616E+01
 1.6099995002286E+04  8.9999980902526E+01  1.3279477261115E+02  4.5000584059616E+01
 1.6099996502286E+04  8.9999980902526E+01 -1.3720639550993E+02  4.5000584059616E+01
 1.6099998002286E+04  8.9999980902526E+01 -4.7207563631016E+01  4.5000584059616E+01
 1.6099999502286E+04  8.9999980902526E+01  4.2791268247900E+01  4.5000584059616E+01
 1.6100001002286E+04  8.9999980902526E+01  1.3279010012681E+02  4.5000584059616E+01
 1.6100002502286E+04  8.9999980902526E+01 -1.3721106799427E+02  4.5000584059616E+01
 1.6100004002286E+04  8.9999980902526E+01 -4.7212236115354E+01  4.5000584059616E+01
 1.6100005502286E+04  8.9999980902526E+01  4.2786595763561E+01  4.5000584059616E+01
 1.6100007002286E+04  8.9999980902526E+01  1.3278542764248E+02  4.5000584059616E+01
 1.6100008502286E+04  8.9999980902526E+01 -1.3721574047861E+02  4.5000584059616E+01
 1.6199991002306E+04  8.9999980902526E+01  5.4923148716735E+01  4.5000584059616E+01
 1.6199992502306E+04  8.9999980902526E+01  1.4492198059565E+02  4.5000584059616E+01
 1.6199994002306E+04  8.9999980902526E+01 -1.2507918752543E+02  4.5000584059616E+01
 1.6199995502306E+04  8.9999980902526E+01 -3.5080355646515E+01  4.5000584059616E+01
 1.6199997002306E+04  8.9999980902526E+01  5.4918476232402E+01  4.5000584059616E+01
 1.6199998502306E+04  8.9999980902526E+01  1.4491730811132E+02  4.5000584059616E+01
 1.6200000002306E+04  8.9999980902526E+01 -1.2508386000976E+02  4.5000584059616E+01
 1.6200001502306E+04  8.9999980902526E+01 -3.5085028130848E+01  4.5000584059616E+01
 1.6200003002306E+04  8.9999980902526E+01  5.4913803748069E+01  4.5000584059616E+01
 1.6200004502306E+04  8.9999980902526E+01  1.4491263562699E+02  4.5000584059616E+01
 1.6200006002306E+04  8.9999980902526E+01 -1.2508853249410E+02  4.5000584059616E+01
 1.6200007502306E+04  8.9999980902526E+01 -3.5089700615180E+01  4.5000584059616E+01
 1.6200009002306E+04  8.9999980902526E+01  5.4909131263737E+01  4.5000584059616E+01
 1.6299990002327E+04  8.9999980902526E+01  1.5704918851239E+02  4.5000584059616E+01
 1.6299991502327E+04  8.9999980902526E+01 -1.1295197960870E+02  4.5000584059616E+01
 1.6299993002327E+04  8.9999980902526E+01 -2.2953147729779E+01  4.5000584059616E+01
 1.6299994502327E+04  8.9999980902526E+01  6.7045684149137E+01  4.5000584059616E+01
 1.6299996002327E+04  8.9999980902526E+01  1.5704451602805E+02  4.5000584059616E+01
 1.6299997502327E+04  8.9999980902526E+01 -1.1295665209303E+02  4.5000584059616E+01
 1.6299999002327E+04  8.9999980902526E+01 -2.2957820214114E+01  4.5000584059616E+01
 1.6300000502327E+04  8.9999980902526E+01  6.7041011664802E+01  4.5000584059616E+01
 1.6300002002327E+04  8.9999980902526E+01  1.5703984354372E+02  4.5000584059616E+01
 1.6300003502327E+04  8.9999980902526E+01 -1.1296132457736E+02  4.5000584059616E+01
 1.6300005002327E+04  8.9999980902526E+01 -2.2962492698448E+01  4.5000584059616E+01
 1.6300006502327E+04  8.9999980902526E+01  6.7036339180468E+01  4.5000584059616E+01
 1.6300008002327E+04  8.9999980902526E+01  1.5703517105938E+02  4.5000584059616E+01
 1.6300009502327E+04  8.9999980902526E+01 -1.1296599706170E+02  4.5000584059616E+01
 1.6399990502328E+04  8.9999980902526E+01 -1.0825939736421E+01  4.5000584059616E+01
 1.6399992002328E+04  8.9999980902526E+01  7.9172892142495E+01  4.5000584059616E+01
 1.6399993502328E+04  8.9999980902526E+01  1.6917172402141E+02  4.5000584059616E+01
 1.6399995002328E+04  8.9999980902526E+01 -1.0082944409967E+02  4.5000584059616E+01
 1.6399996502328E+04  8.9999980902526E+01 -1.0830612220758E+01  4.5000584059616E+01
 1.6399998002328E+04  8.9999980902526E+01  7.9168219658158E+01  4.5000584059616E+01
 1.6399999502328E+04  8.9999980902526E+01  1.6916705153707E+02  4.5000584059616E+01
 1.6400001002328E+04  8.9999980902526E+01 -1.0083411658401E+02  4.5000584059616E+01
 1.6400002502328E+04  8.9999980902526E+01 -1.0835284705096E+01  4.5000584059616E+01
 1.6400004002328E+04  8.9999980902526E+01  7.9163547173820E+01  4.5000584059616E+01
 1.6400005502328E+04  8.9999980902526E+01  1.6916237905274E+02  4.5000584059616E+01
 1.6400007002328E+04  8.9999980902526E+01 -1.0083878906835E+02  4.5000584059616E+01
 1.6400008502328E+04  8.9999980902526E+01 -1.0839957189433E+01  4.5000584059616E+01
 1.6499991002227E+04  8.9999980902526E+01 -1.7870106804794E+02  4.5000584059616E+01
 1.6499992502227E+04  8.9999980902526E+01 -8.8702236169022E+01  4.5000584059616E+01
 1.6499994002227E+04  8.9999980902526E+01  1.2965957098953E+00  4.5000584059616E+01
 1.6499995502227E+04  8.9999980902526E+01  9.1295427588813E+01  4.5000584059616E+01
 1.6499997002227E+04  8.9999980902526E+01 -1.7870574053227E+02  4.5000584059616E+01
 1.6499998502227E+04  8.9999980902526E+01 -8.8706908653353E+01  4.5000584059616E+01
 1.6500000002227E+04  8.9999980902526E+01  1.2919232255648E+00  4.5000584059616E+01
 1.6500001502227E+04  8.9999980902526E+01  9.1290755104482E+01  4.5000584059616E+01
 1.6500003002227E+04  8.9999980902526E+01 -1.7871041301660E+02  4.5000584059616E+01
 1.6500004502227E+04  8.9999980902526E+01 -8.8711581137683E+01  4.5000584059616E+01
 1.6500006002227E+04  8.9999980902526E+01  1.2872507412342E+00  4.5000584059616E+01
 1.6500007502227E+04  8.9999980902526E+01  9.1286082620152E+01  4.5000584059616E+01
 1.6500009002227E+04  8.9999980902526E+01 -1.7871508550093E+02  4.5000584059616E+01
 1.6599990002126E+04  8.9999980902526E+01 -7.6575028208507E+01  4.5000584059616E+01
 1.6599991502126E+04  8.9999980902526E+01  1.3423803670408E+01  4.5000584059616E+01
 1.6599993002126E+04  8.9999980902526E+01  1.0342263554932E+02  4.5000584059616E+01
 1.6599994502126E+04  8.9999980902526E+01 -1.6657853257176E+02  4.5000584059616E+01
 1.6599996002126E+04  8.9999980902526E+01 -7.6579700692846E+01  4.5000584059616E+01
 1.6599997502126E+04  8.9999980902526E+01  1.3419131186069E+01  4.5000584059616E+01
 1.6599999002126E+04  8.9999980902526E+01  1.0341796306498E+02  4.5000584059616E+01
 1.6600000502126E+04  8.9999980902526E+01 -1.6658320505610E+02  4.5000584059616E+01
 1.6600002002126E+04  8.9999980902526E+01 -7.6584373177186E+01  4.5000584059616E+01
 1.6600003502126E+04  8.9999980902526E+01  1.3414458701729E+01  4.5000584059616E+01
 1.6600005002126E+04  8.9999980902526E+01  1.0341329058064E+02  4.5000584059616E+01
 1.6600006502126E+04  8.9999980902526E+01 -1.6658787754044E+02  4.5000584059616E+01
 1.6600008002126E+04  8.9999980902526E+01 -7.6589045661525E+01  4.5000584059616E+01
 1.6600009502126E+04  8.9999980902526E+01  1.3409786217390E+01  4.5000584059616E+01
 1.6699990502025E+04  8.9999980902526E+01  1.1554984352190E+02  4.5000584059616E+01
 1.6699992002025E+04  8.9999980902526E+01 -1.5445132459919E+02  4.5000584059616E+01
 1.6699993502025E+04  8.9999980902526E+01 -6.4452492720270E+01  4.5000584059616E+01
 1.6699995002025E+04  8.9999980902526E+01  2.5546339158647E+01  4.5000584059616E+01
 1.6699996502025E+04  8.9999980902526E+01  1.1554517103756E+02  4.5000584059616E+01
 1.6699998002025E+04  8.9999980902526E+01 -1.5445599708352E+02  4.5000584059616E+01
 1.6699999502025E+04  8.9999980902526E+01 -6.4457165204602E+01  4.5000584059616E+01
 1.6700001002025E+04  8.9999980902526E+01  2.5541666674316E+01  4.5000584059616E+01
 1.6700002502025E+04  8.9999980902526E+01  1.1554049855323E+02  4.5000584059616E+01
 1.6700004002025E+04  8.9999980902526E+01 -1.5446066956785E+02  4.5000584059616E+01
 1.6700005502025E+04  8.9999980902526E+01 -6.4461837688933E+01  4.5000584059616E+01
 1.6700007002025E+04  8.9999980902526E+01  2.5536994189984E+01  4.5000584059616E+01
 1.6700008502025E+04  8.9999980902526E+01  1.1553582606890E+02  4.5000584059616E+01
 1.6799991001924E+04  8.9999980902526E+01 -5.2325284797940E+01  4.5000584059616E+01
 1.6799992501924E+04  8.9999980902526E+01  3.7673547080976E+01  4.5000584059616E+01
 1.6799994001924E+04  8.9999980902526E+01  1.2767237895989E+02  4.5000584059616E+01
 1.6799995501924E+04  8.9999980902526E+01 -1.4232878916119E+02  4.5000584059616E+01
 1.6799997001924E+04  8.9999980902526E+01 -5.2329957282276E+01  4.5000584059616E+01
 1.6799998501924E+04  8.9999980902526E+01  3.7668874596640E+01  4.5000584059616E+01
 1.6800000001924E+04  8.9999980902526E+01  1.2766770647556E+02  4.5000584059616E+01
 1.6800001501924E+04  8.9999980902526E+01 -1.4233346164553E+02  4.5000584059616E+01
 1.6800003001924E+04  8.9999980902526E+01 -5.2334629766612E+01  4.5000584059616E+01
 1.6800004501924E+04  8.9999980902526E+01  3.7664202112304E+01  4.5000584059616E+01
 1.6800006001924E+04  8.9999980902526E+01  1.2766303399122E+02  4.5000584059616E+01
 1.6800007501924E+04  8.9999980902526E+01 -1.4233813412986E+02  4.5000584059616E+01
 1.6800009001924E+04  8.9999980902526E+01 -5.2339302250948E+01  4.5000584059616E+01
 1.6899990001823E+04  8.9999980902526E+01  4.9800755076567E+01  4.5000584059616E+01
 1.6899991501823E+04  8.9999980902526E+01  1.3979958695548E+02  4.5000584059616E+01
 1.6899993001823E+04  8.9999980902526E+01 -1.3020158116560E+02  4.5000584059616E+01
 1.6899994501823E+04  8.9999980902526E+01 -4.0202749286685E+01  4.5000584059616E+01
 1.6899996001823E+04  8.9999980902526E+01  4.9796082592231E+01  4.5000584059616E+01
 1.6899997501823E+04  8.9999980902526E+01  1.3979491447115E+02  4.5000584059616E+01
 1.6899999001823E+04  8.9999980902526E+01 -1.3020625364994E+02  4.5000584059616E+01
 1.6900000501823E+04  8.9999980902526E+01 -4.0207421771021E+01  4.5000584059616E+01
 1.6900002001823E+04  8.9999980902526E+01  4.9791410107895E+01  4.5000584059616E+01
 1.6900003501823E+04  8.9999980902526E+01  1.3979024198681E+02  4.5000584059616E+01
 1.6900005001823E+04  8.9999980902526E+01 -1.3021092613427E+02  4.5000584059616E+01
 1.6900006501823E+04  8.9999980902526E+01 -4.0212094255356E+01  4.5000584059616E+01
 1.6900008001823E+04  8.9999980902526E+01  4.9786737623560E+01  4.5000584059616E+01
 1.6900009501823E+04  8.9999980902526E+01  1.3978556950248E+02  4.5000584059616E+01
 1.6999990501722E+04  8.9999980902526E+01 -1.1807437324438E+02  4.5000584059616E+01
 1.6999992001722E+04  8.9999980902526E+01 -2.8075541365463E+01  4.5000584059616E+01
 1.6999993501722E+04  8.9999980902526E+01  6.1923290513454E+01  4.5000584059616E+01
 1.6999995001722E+04  8.9999980902526E+01  1.5192212239237E+02  4.5000584059616E+01
 1.6999996501722E+04  8.9999980902526E+01 -1.1807904572871E+02  4.5000584059616E+01
 1.6999998001722E+04  8.9999980902526E+01 -2.8080213849795E+01  4.5000584059616E+01
 1.6999999501722E+04  8.9999980902526E+01  6.1918618029123E+01  4.5000584059616E+01
 1.7000001001722E+04  8.9999980902526E+01  1.5191744990804E+02  4.5000584059616E+01
 1.7000002501722E+04  8.9999980902526E+01 -1.1808371821304E+02  4.5000584059616E+01
 1.7000004001722E+04  8.9999980902526E+01 -2.8084886334126E+01  4.5000584059616E+01
 1.7000005501722E+04  8.9999980902526E+01  6.1913945544791E+01  4.5000584059616E+01
 1.7000007001722E+04  8.9999980902526E+01  1.5191277742371E+02  4.5000584059616E+01
 1.7000008501722E+04  8.9999980902526E+01 -1.1808839069737E+02  4.5000584059616E+01
 1.7099991001621E+04  8.9999980902526E+01  7.4050498487952E+01  4.5000584059616E+01
 1.7099992501621E+04  8.9999980902526E+01  1.6404933036687E+02  4.5000584059616E+01
 1.7099994001621E+04  8.9999980902526E+01 -1.0595183775422E+02  4.5000584059616E+01
 1.7099995501621E+04  8.9999980902526E+01 -1.5953005875302E+01  4.5000584059616E+01
 1.7099997001621E+04  8.9999980902526E+01  7.4045826003613E+01  4.5000584059616E+01
 1.7099998501621E+04  8.9999980902526E+01  1.6404465788253E+02  4.5000584059616E+01
 1.7100000001621E+04  8.9999980902526E+01 -1.0595651023856E+02  4.5000584059616E+01
 1.7100001501621E+04  8.9999980902526E+01 -1.5957678359641E+01  4.5000584059616E+01
 1.7100003001621E+04  8.9999980902526E+01  7.4041153519274E+01  4.5000584059616E+01
 1.7100004501621E+04  8.9999980902526E+01  1.6403998539819E+02  4.5000584059616E+01
 1.7100006001621E+04  8.9999980902526E+01 -1.0596118272290E+02  4.5000584059616E+01
 1.7100007501621E+04  8.9999980902526E+01 -1.5962350843981E+01  4.5000584059616E+01
 1.7100009001621E+04  8.9999980902526E+01  7.4036481034935E+01  4.5000584059616E+01
 1.7199990001521E+04  8.9999980902526E+01  1.7617653832524E+02  4.5000584059616E+01
 1.7199991501521E+04  8.9999980902526E+01 -9.3824629795839E+01  4.5000584059616E+01
 1.7199993001520E+04  8.9999980902526E+01 -3.8257979169211E+00  4.5000584059616E+01
 1.7199994501520E+04  8.9999980902526E+01  8.6173033961996E+01  4.5000584059616E+01
 1.7199996001520E+04  8.9999980902526E+01  1.7617186584091E+02  4.5000584059616E+01
 1.7199997501520E+04  8.9999980902526E+01 -9.3829302280169E+01  4.5000584059616E+01
 1.7199999001520E+04  8.9999980902526E+01 -3.8304704012516E+00  4.5000584059616E+01
 1.7200000501520E+04  8.9999980902526E+01  8.6168361477666E+01  4.5000584059616E+01
 1.7200002001520E+04  8.9999980902526E+01  1.7616719335658E+02  4.5000584059616E+01
 1.7200003501520E+04  8.9999980902526E+01 -9.3833974764499E+01  4.5000584059616E+01
 1.7200005001520E+04  8.9999980902526E+01 -3.8351428855820E+00  4.5000584059616E+01
 1.7200006501520E+04  8.9999980902526E+01  8.6163688993335E+01  4.5000584059616E+01
 1.7200008001520E+04  8.9999980902526E+01  1.7616252087225E+02  4.5000584059616E+01
 1.7200009501520E+04  8.9999980902526E+01 -9.3838647248830E+01  4.5000584059616E+01
 1.7299990501420E+04  8.9999980902526E+01  8.3014100154317E+00  4.5000584059616E+01
 1.7299992001420E+04  8.9999980902526E+01  9.8300241894347E+01  4.5000584059616E+01
 1.7299993501420E+04  8.9999980902526E+01 -1.7170092622674E+02  4.5000584059616E+01
 1.7299995001420E+04  8.9999980902526E+01 -8.1702094347822E+01  4.5000584059616E+01
 1.7299996501420E+04  8.9999980902526E+01  8.2967375310941E+00  4.5000584059616E+01
 1.7299998001420E+04  8.9999980902526E+01  9.8295569410010E+01  4.5000584059616E+01
 1.7299999501420E+04  8.9999980902526E+01 -1.7170559871107E+02  4.5000584059616E+01
 1.7300001001420E+04  8.9999980902526E+01 -8.1706766832159E+01  4.5000584059616E+01
 1.7300002501420E+04  8.9999980902526E+01  8.2920650467565E+00  4.5000584059616E+01
 1.7300004001420E+04  8.9999980902526E+01  9.8290896925672E+01  4.5000584059616E+01
 1.7300005501420E+04  8.9999980902526E+01 -1.7171027119541E+02  4.5000584059616E+01
 1.7300007001420E+04  8.9999980902526E+01 -8.1711439316497E+01  4.5000584059616E+01
 1.7300008501420E+04  8.9999980902526E+01  8.2873925624189E+00  4.5000584059616E+01
 1.7399991001319E+04  8.9999980902526E+01 -1.5957371823412E+02  4.5000584059616E+01
 1.7399992501319E+04  8.9999980902526E+01 -6.9574886355204E+01  4.5000584059616E+01
 1.7399994001319E+04  8.9999980902526E+01  2.0423945523712E+01  4.5000584059616E+01
 1.7399995501319E+04  8.9999980902526E+01  1.1042277740263E+02  4.5000584059616E+01
 1.7399997001319E+04  8.9999980902526E+01 -1.5957839071845E+02  4.5000584059616E+01
 1.7399998501319E+04  8.9999980902526E+01 -6.9579558839538E+01  4.5000584059616E+01
 1.7400000001319E+04  8.9999980902526E+01  2.0419273039378E+01  4.5000584059616E+01
 1.7400001501319E+04  8.9999980902526E+01  1.1041810491829E+02  4.5000584059616E+01
 1.7400003001319E+04  8.9999980902526E+01 -1.5958306320279E+02  4.5000584059616E+01
 1.7400004501319E+04  8.9999980902526E+01 -6.9584231323873E+01  4.5000584059616E+01
 1.7400006001319E+04  8.9999980902526E+01  2.0414600555044E+01  4.5000584059616E+01
 1.7400007501319E+04  8.9999980902526E+01  1.1041343243396E+02  4.5000584059616E+01
 1.7400009001319E+04  8.9999980902526E+01 -1.5958773568712E+02  4.5000584059616E+01
 1.7499990001218E+04  8.9999980902526E+01 -5.7447678438862E+01  4.5000584059616E+01
 1.7499991501218E+04  8.9999980902526E+01  3.2551153440055E+01  4.5000584059616E+01
 1.7499993001218E+04  8.9999980902526E+01  1.2254998531897E+02  4.5000584059616E+01
 1.7499994501218E+04  8.9999980902526E+01 -1.4745118280211E+02  4.5000584059616E+01
 1.7499996001218E+04  8.9999980902526E+01 -5.7452350923195E+01  4.5000584059616E+01
 1.7499997501218E+04  8.9999980902526E+01  3.2546480955722E+01  4.5000584059616E+01
 1.7499999001218E+04  8.9999980902526E+01  1.2254531283464E+02  4.5000584059616E+01
 1.7500000501218E+04  8.9999980902526E+01 -1.4745585528644E+02  4.5000584059616E+01
 1.7500002001218E+04  8.9999980902526E+01 -5.7457023407528E+01  4.5000584059616E+01
 1.7500003501218E+04  8.9999980902526E+01  3.2541808471389E+01  4.5000584059616E+01
 1.7500005001218E+04  8.9999980902526E+01  1.2254064035031E+02  4.5000584059616E+01
 1.7500006501218E+04  8.9999980902526E+01 -1.4746052777078E+02  4.5000584059616E+01
 1.7500008001218E+04  8.9999980902526E+01 -5.7461695891861E+01  4.5000584059616E+01
 1.7500009501218E+04  8.9999980902526E+01  3.2537135987056E+01  4.5000584059616E+01
 1.7599990501117E+04  8.9999980902526E+01  1.3467719330492E+02  4.5000584059616E+01
 1.7599992001117E+04  8.9999980902526E+01 -1.3532397481617E+02  4.5000584059616E+01
 1.7599993501117E+04  8.9999980902526E+01 -4.5325142937253E+01  4.5000584059616E+01
 1.7599995001117E+04  8.9999980902526E+01  4.4673688941663E+01  4.5000584059616E+01
 1.7599996501117E+04  8.9999980902526E+01  1.3467252082058E+02  4.5000584059616E+01
 1.7599998001117E+04  8.9999980902526E+01 -1.3532864730051E+02  4.5000584059616E+01
 1.7599999501117E+04  8.9999980902526E+01 -4.5329815421591E+01  4.5000584059616E+01
 1.7600001001117E+04  8.9999980902526E+01  4.4669016457324E+01  4.5000584059616E+01
 1.7600002501117E+04  8.9999980902526E+01  1.3466784833624E+02  4.5000584059616E+01
 1.7600004001117E+04  8.9999980902526E+01 -1.3533331978485E+02  4.5000584059616E+01
 1.7600005501117E+04  8.9999980902526E+01 -4.5334487905930E+01  4.5000584059616E+01
 1.7600007001117E+04  8.9999980902526E+01  4.4664343972986E+01  4.5000584059616E+01
 1.7600008501117E+04  8.9999980902526E+01  1.3466317585190E+02  4.5000584059616E+01
 1.7699991001016E+04  8.9999980902526E+01 -3.3197934993422E+01  4.5000584059616E+01
 1.7699992501016E+04  8.9999980902526E+01  5.6800896885495E+01  4.5000584059616E+01
 1.7699994001016E+04  8.9999980902526E+01  1.4679972876441E+02  4.5000584059616E+01
 1.7699995501016E+04  8.9999980902526E+01 -1.2320143935667E+02  4.5000584059616E+01
 1.7699997001016E+04  8.9999980902526E+01 -3.3202607477752E+01  4.5000584059616E+01
 1.7699998501016E+04  8.9999980902526E+01  5.6796224401165E+01  4.5000584059616E+01
 1.7700000001016E+04  8.9999980902526E+01  1.4679505628008E+02  4.5000584059616E+01
 1.7700001501016E+04  8.9999980902526E+01 -1.2320611184100E+02  4.5000584059616E+01
 1.7700003001016E+04  8.9999980902526E+01 -3.3207279962082E+01  4.5000584059616E+01
 1.7700004501016E+04  8.9999980902526E+01  5.6791551916835E+01  4.5000584059616E+01
 1.7700006001016E+04  8.9999980902526E+01  1.4679038379575E+02  4.5000584059616E+01
 1.7700007501016E+04  8.9999980902526E+01 -1.2321078432533E+02  4.5000584059616E+01
 1.7700009001016E+04  8.9999980902526E+01 -3.3211952446413E+01  4.5000584059616E+01
 1.7799990000915E+04  8.9999980902526E+01  6.8928104831091E+01  4.5000584059616E+01
 1.7799991500915E+04  8.9999980902526E+01  1.5892693671001E+02  4.5000584059616E+01
 1.7799993000915E+04  8.9999980902526E+01 -1.1107423141108E+02  4.5000584059616E+01
 1.7799994500915E+04  8.9999980902526E+01 -2.1075399532164E+01  4.5000584059616E+01
 1.7799996000915E+04  8.9999980902526E+01  6.8923432346752E+01  4.5000584059616E+01
 1.7799997500915E+04  8.9999980902526E+01  1.5892226422567E+02  4.5000584059616E+01
 1.7799999000915E+04  8.9999980902526E+01 -1.1107890389542E+02  4.5000584059616E+01
 1.7800000500915E+04  8.9999980902526E+01 -2.1080072016502E+01  4.5000584059616E+01
 1.7800002000915E+04  8.9999980902526E+01  6.8918759862413E+01  4.5000584059616E+01
 1.7800003500915E+04  8.9999980902526E+01  1.5891759174133E+02  4.5000584059616E+01
 1.7800005000915E+04  8.9999980902526E+01 -1.1108357637976E+02  4.5000584059616E+01
 1.7800006500915E+04  8.9999980902526E+01 -2.1084744500841E+01  4.5000584059616E+01
 1.7800008000915E+04  8.9999980902526E+01  6.8914087378074E+01  4.5000584059616E+01
 1.7800009500915E+04  8.9999980902526E+01  1.5891291925699E+02  4.5000584059616E+01
 1.7899990500814E+04  8.9999980902526E+01 -9.8947023426355E+01  4.5000584059616E+01
 1.7899992000814E+04  8.9999980902526E+01 -8.9481915474380E+00  4.5000584059616E+01
 1.7899993500814E+04  8.9999980902526E+01  8.1050640331479E+01  4.5000584059616E+01
 1.7899995000814E+04  8.9999980902526E+01  1.7104947221040E+02  4.5000584059616E+01
 1.7899996500814E+04  8.9999980902526E+01 -9.8951695910687E+01  4.5000584059616E+01
 1.7899998000814E+04  8.9999980902526E+01 -8.9528640317706E+00  4.5000584059616E+01
 1.7899999500814E+04  8.9999980902526E+01  8.1045967847146E+01  4.5000584059616E+01
 1.7900001000814E+04  8.9999980902526E+01  1.7104479972606E+02  4.5000584059616E+01
 1.7900002500814E+04  8.9999980902526E+01 -9.8956368395020E+01  4.5000584059616E+01
 1.7900004000814E+04  8.9999980902526E+01 -8.9575365161033E+00  4.5000584059616E+01
 1.7900005500814E+04  8.9999980902526E+01  8.1041295362813E+01  4.5000584059616E+01
 1.7900007000814E+04  8.9999980902526E+01  1.7104012724173E+02  4.5000584059616E+01
 1.7900008500814E+04  8.9999980902526E+01 -9.8961040879353E+01  4.5000584059616E+01
 1.7999991000713E+04  8.9999980902526E+01  9.3177848248142E+01  4.5000584059616E+01
 1.7999992500713E+04  8.9999980902526E+01 -1.7682331987294E+02  4.5000584059616E+01
 1.7999994000713E+04  8.9999980902526E+01 -8.6824487994025E+01  4.5000584059616E+01
 1.7999995500713E+04  8.9999980902526E+01  3.1743438848915E+00  4.5000584059616E+01
 1.7999997000713E+04  8.9999980902526E+01  9.3173175763808E+01  4.5000584059616E+01
 1.7999998500713E+04  8.9999980902526E+01 -1.7682799235728E+02  4.5000584059616E+01
 1.8000000000713E+04  8.9999980902526E+01 -8.6829160478359E+01  4.5000584059616E+01
 1.8000001500713E+04  8.9999980902526E+01  3.1696714005571E+00  4.5000584059616E+01
 1.8000003000713E+04  8.9999980902526E+01  9.3168503279473E+01  4.5000584059616E+01
 1.8000004500713E+04  8.9999980902526E+01 -1.7683266484161E+02  4.5000584059616E+01
 1.8000006000713E+04  8.9999980902526E+01 -8.6833832962694E+01  4.5000584059616E+01
 1.8000007500713E+04  8.9999980902526E+01  3.1649989162227E+00  4.5000584059616E+01
 1.8000009000713E+04  8.9999980902526E+01  9.3163830795139E+01  4.5000584059616E+01
 1.8099990000612E+04  8.9999980902526E+01 -1.6469611187970E+02  4.5000584059616E+01
 1.8099991500612E+04  8.9999980902526E+01 -7.4697280000783E+01  4.5000584059616E+01
 1.8099993000612E+04  8.9999980902526E+01  1.5301551878133E+01  4.5000584059616E+01
 1.8099994500612E+04  8.9999980902526E+01  1.0530038375705E+02  4.5000584059616E+01
 1.8099996000612E+04  8.9999980902526E+01 -1.6470078436404E+02  4.5000584059616E+01
 1.8099997500612E+04  8.9999980902526E+01 -7.4701952485120E+01  4.5000584059616E+01
 1.8099999000612E+04  8.9999980902526E+01  1.5296879393795E+01  4.5000584059616E+01
