   0.6979798999964260E+000,   0.3460960982547407E+003,   0.1136002015754660E-001,   0.3634322323891352E+002,  -0.7684340420922324E-004,  -0.1837221103643949E+000,  -0.1419069996690459E-003,   0.2434980999653535E+003,  -0.7299461958606344E-004,  -0.9999465763349395E+004,   0.9988727920366302E+000,  -0.8217093673405517E-005,   0.4746730406047794E-001,  -0.1751161116789661E-004
   0.7292370000068331E+000,   0.3462114462388894E+003,   0.1276817583203825E-001,   0.3476191240843763E+002,  -0.8741996305586566E-004,  -0.1909216633741825E+000,  -0.1522714157799809E-003,   0.2543742221480438E+003,  -0.8929396727793750E-004,  -0.9999353757473404E+004,   0.9990074785359013E+000,  -0.9658388887568660E-005,   0.4454275863787102E-001,  -0.1972269858120502E-004
   0.7604751000035321E+000,   0.3463274712866650E+003,   0.1426985279093952E-001,   0.3313673090271093E+002,  -0.9889841035769855E-004,  -0.1980593821077587E+000,  -0.1627410232830710E-003,   0.2652421682327279E+003,  -0.1082628068803568E-003,  -0.9999227189599673E+004,   0.9991381819722517E+000,  -0.1128021041867951E-004,   0.4150774277342429E-001,  -0.2208609750301226E-004
   0.8229873999953270E+000,   0.3465583675676644E+003,   0.1756062629172579E-001,   0.2975481696954565E+002,  -0.1247036182907016E-003,  -0.2121816007585895E+000,  -0.1839261478018586E-003,   0.2869862323204229E+003,  -0.1554302865979859E-003,  -0.9998925828273395E+004,   0.9993837821865252E+000,  -0.1512757219314467E-004,   0.3510064001441434E-001,  -0.2728169848084036E-004
   0.8386110999999801E+000,   0.3466151571772191E+003,   0.1844292010634589E-001,   0.2888342349652712E+002,  -0.1317619326199787E-003,  -0.2156794369621685E+000,  -0.1892519370482597E-003,   0.2924198612915537E+003,  -0.1693593128638638E-003,  -0.9998839718034753E+004,   0.9994410467345011E+000,  -0.1622525853876705E-004,   0.3343042052625077E-001,  -0.2867793582490479E-004
   0.8542452999972738E+000,   0.3466713923879703E+003,   0.1934983993221051E-001,   0.2800126043942438E+002,  -0.1390745419542023E-003,  -0.2191675449864805E+000,  -0.1945878445287566E-003,   0.2978568096144679E+003,  -0.1842337165775801E-003,  -0.9998748958589060E+004,   0.9994964223940069E+000,  -0.1738194866952277E-004,   0.3173169413337655E-001,  -0.3011436017509365E-004
   0.8698525000072550E+000,   0.3467268263061547E+003,   0.2027920281690125E-001,   0.2711059779749386E+002,  -0.1466262360073699E-003,  -0.2226378754031202E+000,  -0.1999182301049801E-003,   0.3032840425506355E+003,  -0.2000569170464639E-003,  -0.9998653637246365E+004,   0.9995496377174024E+000,  -0.1859669571579421E-004,   0.3000867200331383E-001,  -0.3158750254839284E-004
   0.9323726000002353E+000,   0.3469395539494966E+003,   0.2424305331764847E-001,   0.2344501733513106E+002,  -0.1794498755392861E-003,  -0.2364274849618783E+000,  -0.2212531360253874E-003,   0.3250215450841994E+003,  -0.2740360697346179E-003,  -0.9998221722249895E+004,   0.9997392341803489E+000,  -0.2410354132919778E-004,   0.2283553425024414E-001,  -0.3788158664133716E-004
   0.9479844000015873E+000,   0.3469897711604518E+003,   0.2529311252665588E-001,   0.2250594107374857E+002,  -0.1883006014898836E-003,  -0.2398442690230472E+000,  -0.2265629931045317E-003,   0.3304488047180341E+003,  -0.2953663165152593E-003,  -0.9998100655051536E+004,   0.9997799551256892E+000,  -0.2564858844515202E-004,   0.2097710911252345E-001,  -0.3955131308710079E-004
   0.9792274000064936E+000,   0.3470859779570573E+003,   0.2746691673094459E-001,   0.2059900691371689E+002,  -0.2068138373751162E-003,  -0.2466519983921834E+000,  -0.2371504175103363E-003,   0.3413091398675877E+003,  -0.3417829801114481E-003,  -0.9997841500348846E+004,   0.9998524484888759E+000,  -0.2895869405600010E-004,   0.1717785092251401E-001,  -0.4301020463983921E-004
   0.9948578000039561E+000,   0.3471317296846358E+003,   0.2859067683887580E-001,   0.1963142263021366E+002,  -0.2164805913280302E-003,  -0.2500432474369546E+000,  -0.2424228431831517E-003,   0.3467419346683380E+003,  -0.3669580895126359E-003,  -0.9997703112421532E+004,   0.9998839054454709E+000,  -0.3072794734518756E-004,   0.1523721365388843E-001,  -0.4479923956708065E-004
